image_path,label,region_id,x,y,block_id
data/y/2499075_1116650.png,1,2499_1116,2499075,1116650,
data/y/2499075_1116775.png,1,2499_1116,2499075,1116775,
data/y/2499075_1116800.png,1,2499_1116,2499075,1116800,
data/y/2499075_1117975.png,1,2499_1117,2499075,1117975,
data/y/2499075_1118425.png,1,2499_1118,2499075,1118425,
data/y/2499075_1118450.png,1,2499_1118,2499075,1118450,
data/y/2499075_1118525.png,1,2499_1118,2499075,1118525,
data/y/2499075_1118875.png,1,2499_1118,2499075,1118875,
data/y/2499075_1119650.png,1,2499_1119,2499075,1119650,
data/y/2499075_1119675.png,1,2499_1119,2499075,1119675,
data/y/2499075_1119700.png,1,2499_1119,2499075,1119700,
data/y/2499075_1120250.png,1,2499_1120,2499075,1120250,
data/y/2499075_1120300.png,1,2499_1120,2499075,1120300,
data/y/2499075_1120425.png,1,2499_1120,2499075,1120425,
data/y/2499100_1114350.png,1,2499_1114,2499100,1114350,
data/y/2499100_1115025.png,1,2499_1115,2499100,1115025,
data/y/2499100_1115150.png,1,2499_1115,2499100,1115150,
data/y/2499100_1115175.png,1,2499_1115,2499100,1115175,
data/y/2499100_1115275.png,1,2499_1115,2499100,1115275,
data/y/2499100_1115400.png,1,2499_1115,2499100,1115400,
data/y/2499100_1115425.png,1,2499_1115,2499100,1115425,
data/y/2499100_1115475.png,1,2499_1115,2499100,1115475,
data/y/2499100_1115500.png,1,2499_1115,2499100,1115500,
data/y/2499100_1115525.png,1,2499_1115,2499100,1115525,
data/y/2499100_1115600.png,1,2499_1115,2499100,1115600,
data/y/2499100_1115625.png,1,2499_1115,2499100,1115625,
data/y/2499100_1115900.png,1,2499_1115,2499100,1115900,
data/y/2499100_1118000.png,1,2499_1118,2499100,1118000,
data/y/2499100_1118750.png,1,2499_1118,2499100,1118750,
data/y/2499100_1119125.png,1,2499_1119,2499100,1119125,
data/y/2499100_1119675.png,1,2499_1119,2499100,1119675,
data/y/2499100_1119700.png,1,2499_1119,2499100,1119700,
data/y/2499100_1119725.png,1,2499_1119,2499100,1119725,
data/y/2499100_1120275.png,1,2499_1120,2499100,1120275,
data/y/2499100_1120300.png,1,2499_1120,2499100,1120300,
data/y/2499100_1120325.png,1,2499_1120,2499100,1120325,
data/y/2499100_1120650.png,1,2499_1120,2499100,1120650,
data/y/2499100_1120700.png,1,2499_1120,2499100,1120700,
data/y/2499125_1115000.png,1,2499_1115,2499125,1115000,
data/y/2499125_1115425.png,1,2499_1115,2499125,1115425,
data/y/2499125_1115525.png,1,2499_1115,2499125,1115525,
data/y/2499125_1115700.png,1,2499_1115,2499125,1115700,
data/y/2499125_1115725.png,1,2499_1115,2499125,1115725,
data/y/2499125_1116450.png,1,2499_1116,2499125,1116450,
data/y/2499125_1116475.png,1,2499_1116,2499125,1116475,
data/y/2499125_1116725.png,1,2499_1116,2499125,1116725,
data/y/2499125_1116750.png,1,2499_1116,2499125,1116750,
data/y/2499125_1117350.png,1,2499_1117,2499125,1117350,
data/y/2499125_1118000.png,1,2499_1118,2499125,1118000,
data/y/2499125_1118375.png,1,2499_1118,2499125,1118375,
data/y/2499125_1118500.png,1,2499_1118,2499125,1118500,
data/y/2499125_1119725.png,1,2499_1119,2499125,1119725,
data/y/2499125_1120250.png,1,2499_1120,2499125,1120250,
data/y/2499125_1120300.png,1,2499_1120,2499125,1120300,
data/y/2499125_1120325.png,1,2499_1120,2499125,1120325,
data/y/2499150_1115725.png,1,2499_1115,2499150,1115725,
data/y/2499150_1116450.png,1,2499_1116,2499150,1116450,
data/y/2499150_1116475.png,1,2499_1116,2499150,1116475,
data/y/2499150_1118025.png,1,2499_1118,2499150,1118025,
data/y/2499150_1118050.png,1,2499_1118,2499150,1118050,
data/y/2499150_1118375.png,1,2499_1118,2499150,1118375,
data/y/2499150_1119625.png,1,2499_1119,2499150,1119625,
data/y/2499150_1119650.png,1,2499_1119,2499150,1119650,
data/y/2499150_1120300.png,1,2499_1120,2499150,1120300,
data/y/2499175_1114200.png,1,2499_1114,2499175,1114200,
data/y/2499175_1115625.png,1,2499_1115,2499175,1115625,
data/y/2499175_1116850.png,1,2499_1116,2499175,1116850,
data/y/2499175_1116875.png,1,2499_1116,2499175,1116875,
data/y/2499175_1117725.png,1,2499_1117,2499175,1117725,
data/y/2499175_1117750.png,1,2499_1117,2499175,1117750,
data/y/2499175_1117900.png,1,2499_1117,2499175,1117900,
data/y/2499175_1119625.png,1,2499_1119,2499175,1119625,
data/y/2499175_1119650.png,1,2499_1119,2499175,1119650,
data/y/2499175_1119700.png,1,2499_1119,2499175,1119700,
data/y/2499200_1115625.png,1,2499_1115,2499200,1115625,
data/y/2499200_1115900.png,1,2499_1115,2499200,1115900,
data/y/2499200_1115925.png,1,2499_1115,2499200,1115925,
data/y/2499200_1116000.png,1,2499_1116,2499200,1116000,
data/y/2499200_1116550.png,1,2499_1116,2499200,1116550,
data/y/2499200_1116825.png,1,2499_1116,2499200,1116825,
data/y/2499200_1117275.png,1,2499_1117,2499200,1117275,
data/y/2499200_1117725.png,1,2499_1117,2499200,1117725,
data/y/2499200_1117750.png,1,2499_1117,2499200,1117750,
data/y/2499200_1117775.png,1,2499_1117,2499200,1117775,
data/y/2499200_1117825.png,1,2499_1117,2499200,1117825,
data/y/2499200_1117850.png,1,2499_1117,2499200,1117850,
data/y/2499200_1117900.png,1,2499_1117,2499200,1117900,
data/y/2499200_1118875.png,1,2499_1118,2499200,1118875,
data/y/2499200_1119625.png,1,2499_1119,2499200,1119625,
data/y/2499200_1119650.png,1,2499_1119,2499200,1119650,
data/y/2499200_1119675.png,1,2499_1119,2499200,1119675,
data/y/2499200_1119700.png,1,2499_1119,2499200,1119700,
data/y/2499200_1120100.png,1,2499_1120,2499200,1120100,
data/y/2499225_1114525.png,1,2499_1114,2499225,1114525,
data/y/2499225_1115175.png,1,2499_1115,2499225,1115175,
data/y/2499225_1115275.png,1,2499_1115,2499225,1115275,
data/y/2499225_1115525.png,1,2499_1115,2499225,1115525,
data/y/2499225_1115725.png,1,2499_1115,2499225,1115725,
data/y/2499225_1115900.png,1,2499_1115,2499225,1115900,
data/y/2499225_1115925.png,1,2499_1115,2499225,1115925,
data/y/2499225_1115950.png,1,2499_1115,2499225,1115950,
data/y/2499225_1116400.png,1,2499_1116,2499225,1116400,
data/y/2499225_1116425.png,1,2499_1116,2499225,1116425,
data/y/2499225_1116850.png,1,2499_1116,2499225,1116850,
data/y/2499225_1116900.png,1,2499_1116,2499225,1116900,
data/y/2499225_1117150.png,1,2499_1117,2499225,1117150,
data/y/2499225_1117975.png,1,2499_1117,2499225,1117975,
data/y/2499225_1118300.png,1,2499_1118,2499225,1118300,
data/y/2499225_1118325.png,1,2499_1118,2499225,1118325,
data/y/2499225_1118600.png,1,2499_1118,2499225,1118600,
data/y/2499225_1118850.png,1,2499_1118,2499225,1118850,
data/y/2499225_1118875.png,1,2499_1118,2499225,1118875,
data/y/2499225_1118925.png,1,2499_1118,2499225,1118925,
data/y/2499225_1119375.png,1,2499_1119,2499225,1119375,
data/y/2499225_1119625.png,1,2499_1119,2499225,1119625,
data/y/2499225_1120100.png,1,2499_1120,2499225,1120100,
data/y/2499225_1120125.png,1,2499_1120,2499225,1120125,
data/y/2499250_1114525.png,1,2499_1114,2499250,1114525,
data/y/2499250_1115100.png,1,2499_1115,2499250,1115100,
data/y/2499250_1115150.png,1,2499_1115,2499250,1115150,
data/y/2499250_1115175.png,1,2499_1115,2499250,1115175,
data/y/2499250_1115275.png,1,2499_1115,2499250,1115275,
data/y/2499250_1115375.png,1,2499_1115,2499250,1115375,
data/y/2499250_1115400.png,1,2499_1115,2499250,1115400,
data/y/2499250_1115525.png,1,2499_1115,2499250,1115525,
data/y/2499250_1115725.png,1,2499_1115,2499250,1115725,
data/y/2499250_1115950.png,1,2499_1115,2499250,1115950,
data/y/2499250_1116100.png,1,2499_1116,2499250,1116100,
data/y/2499250_1116625.png,1,2499_1116,2499250,1116625,
data/y/2499250_1116850.png,1,2499_1116,2499250,1116850,
data/y/2499250_1116875.png,1,2499_1116,2499250,1116875,
data/y/2499250_1117150.png,1,2499_1117,2499250,1117150,
data/y/2499250_1117575.png,1,2499_1117,2499250,1117575,
data/y/2499250_1117675.png,1,2499_1117,2499250,1117675,
data/y/2499250_1117700.png,1,2499_1117,2499250,1117700,
data/y/2499250_1117750.png,1,2499_1117,2499250,1117750,
data/y/2499250_1117775.png,1,2499_1117,2499250,1117775,
data/y/2499250_1117850.png,1,2499_1117,2499250,1117850,
data/y/2499250_1117900.png,1,2499_1117,2499250,1117900,
data/y/2499250_1117925.png,1,2499_1117,2499250,1117925,
data/y/2499250_1117950.png,1,2499_1117,2499250,1117950,
data/y/2499250_1117975.png,1,2499_1117,2499250,1117975,
data/y/2499250_1118150.png,1,2499_1118,2499250,1118150,
data/y/2499250_1118925.png,1,2499_1118,2499250,1118925,
data/y/2499250_1119050.png,1,2499_1119,2499250,1119050,
data/y/2499275_1114125.png,1,2499_1114,2499275,1114125,
data/y/2499275_1114150.png,1,2499_1114,2499275,1114150,
data/y/2499275_1114175.png,1,2499_1114,2499275,1114175,
data/y/2499275_1114450.png,1,2499_1114,2499275,1114450,
data/y/2499275_1114475.png,1,2499_1114,2499275,1114475,
data/y/2499275_1115100.png,1,2499_1115,2499275,1115100,
data/y/2499275_1115125.png,1,2499_1115,2499275,1115125,
data/y/2499275_1115150.png,1,2499_1115,2499275,1115150,
data/y/2499275_1115175.png,1,2499_1115,2499275,1115175,
data/y/2499275_1115375.png,1,2499_1115,2499275,1115375,
data/y/2499275_1115400.png,1,2499_1115,2499275,1115400,
data/y/2499275_1115525.png,1,2499_1115,2499275,1115525,
data/y/2499275_1115875.png,1,2499_1115,2499275,1115875,
data/y/2499275_1115900.png,1,2499_1115,2499275,1115900,
data/y/2499275_1116100.png,1,2499_1116,2499275,1116100,
data/y/2499275_1116125.png,1,2499_1116,2499275,1116125,
data/y/2499275_1116300.png,1,2499_1116,2499275,1116300,
data/y/2499275_1116625.png,1,2499_1116,2499275,1116625,
data/y/2499275_1117450.png,1,2499_1117,2499275,1117450,
data/y/2499275_1117475.png,1,2499_1117,2499275,1117475,
data/y/2499275_1117550.png,1,2499_1117,2499275,1117550,
data/y/2499275_1117575.png,1,2499_1117,2499275,1117575,
data/y/2499275_1117675.png,1,2499_1117,2499275,1117675,
data/y/2499275_1117700.png,1,2499_1117,2499275,1117700,
data/y/2499275_1117750.png,1,2499_1117,2499275,1117750,
data/y/2499275_1118625.png,1,2499_1118,2499275,1118625,
data/y/2499275_1118650.png,1,2499_1118,2499275,1118650,
data/y/2499275_1119800.png,1,2499_1119,2499275,1119800,
data/y/2499275_1119825.png,1,2499_1119,2499275,1119825,
data/y/2499275_1120425.png,1,2499_1120,2499275,1120425,
data/y/2499300_1114125.png,1,2499_1114,2499300,1114125,
data/y/2499300_1115150.png,1,2499_1115,2499300,1115150,
data/y/2499300_1115375.png,1,2499_1115,2499300,1115375,
data/y/2499300_1115400.png,1,2499_1115,2499300,1115400,
data/y/2499300_1115725.png,1,2499_1115,2499300,1115725,
data/y/2499300_1115750.png,1,2499_1115,2499300,1115750,
data/y/2499300_1116175.png,1,2499_1116,2499300,1116175,
data/y/2499300_1116350.png,1,2499_1116,2499300,1116350,
data/y/2499300_1116400.png,1,2499_1116,2499300,1116400,
data/y/2499300_1117300.png,1,2499_1117,2499300,1117300,
data/y/2499300_1117400.png,1,2499_1117,2499300,1117400,
data/y/2499300_1117475.png,1,2499_1117,2499300,1117475,
data/y/2499300_1117850.png,1,2499_1117,2499300,1117850,
data/y/2499300_1117875.png,1,2499_1117,2499300,1117875,
data/y/2499300_1118225.png,1,2499_1118,2499300,1118225,
data/y/2499300_1118250.png,1,2499_1118,2499300,1118250,
data/y/2499300_1118400.png,1,2499_1118,2499300,1118400,
data/y/2499300_1118625.png,1,2499_1118,2499300,1118625,
data/y/2499300_1118650.png,1,2499_1118,2499300,1118650,
data/y/2499300_1118875.png,1,2499_1118,2499300,1118875,
data/y/2499300_1119400.png,1,2499_1119,2499300,1119400,
data/y/2499300_1119425.png,1,2499_1119,2499300,1119425,
data/y/2499300_1119800.png,1,2499_1119,2499300,1119800,
data/y/2499300_1119825.png,1,2499_1119,2499300,1119825,
data/y/2499300_1119875.png,1,2499_1119,2499300,1119875,
data/y/2499300_1120275.png,1,2499_1120,2499300,1120275,
data/y/2499300_1120425.png,1,2499_1120,2499300,1120425,
data/y/2499325_1115300.png,1,2499_1115,2499325,1115300,
data/y/2499325_1115750.png,1,2499_1115,2499325,1115750,
data/y/2499325_1116050.png,1,2499_1116,2499325,1116050,
data/y/2499325_1116075.png,1,2499_1116,2499325,1116075,
data/y/2499325_1116175.png,1,2499_1116,2499325,1116175,
data/y/2499325_1117225.png,1,2499_1117,2499325,1117225,
data/y/2499325_1118225.png,1,2499_1118,2499325,1118225,
data/y/2499325_1118250.png,1,2499_1118,2499325,1118250,
data/y/2499325_1118400.png,1,2499_1118,2499325,1118400,
data/y/2499325_1118975.png,1,2499_1118,2499325,1118975,
data/y/2499325_1119000.png,1,2499_1119,2499325,1119000,
data/y/2499325_1119875.png,1,2499_1119,2499325,1119875,
data/y/2499325_1119925.png,1,2499_1119,2499325,1119925,
data/y/2499350_1114175.png,1,2499_1114,2499350,1114175,
data/y/2499350_1116050.png,1,2499_1116,2499350,1116050,
data/y/2499350_1116425.png,1,2499_1116,2499350,1116425,
data/y/2499350_1116450.png,1,2499_1116,2499350,1116450,
data/y/2499350_1116575.png,1,2499_1116,2499350,1116575,
data/y/2499350_1116725.png,1,2499_1116,2499350,1116725,
data/y/2499350_1116925.png,1,2499_1116,2499350,1116925,
data/y/2499350_1117075.png,1,2499_1117,2499350,1117075,
data/y/2499350_1117100.png,1,2499_1117,2499350,1117100,
data/y/2499350_1117125.png,1,2499_1117,2499350,1117125,
data/y/2499350_1117750.png,1,2499_1117,2499350,1117750,
data/y/2499350_1117775.png,1,2499_1117,2499350,1117775,
data/y/2499350_1118300.png,1,2499_1118,2499350,1118300,
data/y/2499350_1118750.png,1,2499_1118,2499350,1118750,
data/y/2499350_1119475.png,1,2499_1119,2499350,1119475,
data/y/2499350_1119500.png,1,2499_1119,2499350,1119500,
data/y/2499350_1119800.png,1,2499_1119,2499350,1119800,
data/y/2499350_1120175.png,1,2499_1120,2499350,1120175,
data/y/2499350_1122625.png,1,2499_1122,2499350,1122625,
data/y/2499375_1114575.png,1,2499_1114,2499375,1114575,
data/y/2499375_1115300.png,1,2499_1115,2499375,1115300,
data/y/2499375_1115325.png,1,2499_1115,2499375,1115325,
data/y/2499375_1115350.png,1,2499_1115,2499375,1115350,
data/y/2499375_1115525.png,1,2499_1115,2499375,1115525,
data/y/2499375_1115875.png,1,2499_1115,2499375,1115875,
data/y/2499375_1116250.png,1,2499_1116,2499375,1116250,
data/y/2499375_1116275.png,1,2499_1116,2499375,1116275,
data/y/2499375_1116300.png,1,2499_1116,2499375,1116300,
data/y/2499375_1116425.png,1,2499_1116,2499375,1116425,
data/y/2499375_1116575.png,1,2499_1116,2499375,1116575,
data/y/2499375_1116725.png,1,2499_1116,2499375,1116725,
data/y/2499375_1117875.png,1,2499_1117,2499375,1117875,
data/y/2499375_1118050.png,1,2499_1118,2499375,1118050,
data/y/2499375_1118875.png,1,2499_1118,2499375,1118875,
data/y/2499375_1118900.png,1,2499_1118,2499375,1118900,
data/y/2499375_1119475.png,1,2499_1119,2499375,1119475,
data/y/2499375_1119500.png,1,2499_1119,2499375,1119500,
data/y/2499375_1119825.png,1,2499_1119,2499375,1119825,
data/y/2499375_1120250.png,1,2499_1120,2499375,1120250,
data/y/2576000_1184275.png,1,2576_1184,2576000,1184275,
data/y/2576000_1184300.png,1,2576_1184,2576000,1184300,
data/y/2576000_1184575.png,1,2576_1184,2576000,1184575,
data/y/2576000_1184625.png,1,2576_1184,2576000,1184625,
data/y/2576000_1184700.png,1,2576_1184,2576000,1184700,
data/y/2576025_1184275.png,1,2576_1184,2576025,1184275,
data/y/2576025_1184625.png,1,2576_1184,2576025,1184625,
data/y/2576050_1184200.png,1,2576_1184,2576050,1184200,
data/y/2576050_1184250.png,1,2576_1184,2576050,1184250,
data/y/2576050_1184300.png,1,2576_1184,2576050,1184300,
data/y/2576075_1184125.png,1,2576_1184,2576075,1184125,
data/y/2576075_1184150.png,1,2576_1184,2576075,1184150,
data/y/2576075_1184250.png,1,2576_1184,2576075,1184250,
data/y/2576125_1184200.png,1,2576_1184,2576125,1184200,
data/y/2576125_1184225.png,1,2576_1184,2576125,1184225,
data/y/2576150_1184200.png,1,2576_1184,2576150,1184200,
data/y/2576150_1184225.png,1,2576_1184,2576150,1184225,
data/y/2576175_1184200.png,1,2576_1184,2576175,1184200,
data/y/2576175_1184475.png,1,2576_1184,2576175,1184475,
data/y/2576200_1184225.png,1,2576_1184,2576200,1184225,
data/y/2576225_1184225.png,1,2576_1184,2576225,1184225,
data/y/2576225_1184525.png,1,2576_1184,2576225,1184525,
data/y/2576225_1184550.png,1,2576_1184,2576225,1184550,
data/y/2576250_1184525.png,1,2576_1184,2576250,1184525,
data/y/2576275_1184400.png,1,2576_1184,2576275,1184400,
data/y/2576300_1184575.png,1,2576_1184,2576300,1184575,
data/y/2576325_1183975.png,1,2576_1183,2576325,1183975,
data/y/2576325_1184275.png,1,2576_1184,2576325,1184275,
data/y/2576325_1184575.png,1,2576_1184,2576325,1184575,
data/y/2576350_1184275.png,1,2576_1184,2576350,1184275,
data/y/2576375_1183975.png,1,2576_1183,2576375,1183975,
data/y/2576400_1183925.png,1,2576_1183,2576400,1183925,
data/y/2576400_1183950.png,1,2576_1183,2576400,1183950,
data/y/2576400_1183975.png,1,2576_1183,2576400,1183975,
data/y/2576400_1184150.png,1,2576_1184,2576400,1184150,
data/y/2576400_1184900.png,1,2576_1184,2576400,1184900,
data/y/2576400_1184925.png,1,2576_1184,2576400,1184925,
data/y/2576425_1183950.png,1,2576_1183,2576425,1183950,
data/y/2576425_1184150.png,1,2576_1184,2576425,1184150,
data/y/2576425_1184900.png,1,2576_1184,2576425,1184900,
data/y/2576425_1184925.png,1,2576_1184,2576425,1184925,
data/y/2576425_1184950.png,1,2576_1184,2576425,1184950,
data/y/2576450_1183925.png,1,2576_1183,2576450,1183925,
data/y/2576450_1183950.png,1,2576_1183,2576450,1183950,
data/y/2576450_1184575.png,1,2576_1184,2576450,1184575,
data/y/2576450_1184675.png,1,2576_1184,2576450,1184675,
data/y/2576450_1184775.png,1,2576_1184,2576450,1184775,
data/y/2576475_1183950.png,1,2576_1183,2576475,1183950,
data/y/2576475_1184425.png,1,2576_1184,2576475,1184425,
data/y/2576700_1183950.png,1,2576_1183,2576700,1183950,
data/y/2576700_1183975.png,1,2576_1183,2576700,1183975,
data/y/2576725_1183975.png,1,2576_1183,2576725,1183975,
data/y/2576750_1183775.png,1,2576_1183,2576750,1183775,
data/y/2576750_1183825.png,1,2576_1183,2576750,1183825,
data/y/2576750_1183875.png,1,2576_1183,2576750,1183875,
data/y/2576775_1183750.png,1,2576_1183,2576775,1183750,
data/y/2576775_1183825.png,1,2576_1183,2576775,1183825,
data/y/2576775_1183875.png,1,2576_1183,2576775,1183875,
data/y/2576800_1183650.png,1,2576_1183,2576800,1183650,
data/y/2576800_1183675.png,1,2576_1183,2576800,1183675,
data/y/2576800_1183750.png,1,2576_1183,2576800,1183750,
data/y/2576800_1183775.png,1,2576_1183,2576800,1183775,
data/y/2576825_1183675.png,1,2576_1183,2576825,1183675,
data/y/2576850_1183450.png,1,2576_1183,2576850,1183450,
data/y/2576850_1183550.png,1,2576_1183,2576850,1183550,
data/y/2576850_1183675.png,1,2576_1183,2576850,1183675,
data/y/2576850_1183825.png,1,2576_1183,2576850,1183825,
data/y/2576875_1183000.png,1,2576_1183,2576875,1183000,
data/y/2576875_1183025.png,1,2576_1183,2576875,1183025,
data/y/2576875_1183075.png,1,2576_1183,2576875,1183075,
data/y/2576875_1183125.png,1,2576_1183,2576875,1183125,
data/y/2576875_1183450.png,1,2576_1183,2576875,1183450,
data/y/2576875_1183550.png,1,2576_1183,2576875,1183550,
data/y/2576875_1183825.png,1,2576_1183,2576875,1183825,
data/y/2576875_1184275.png,1,2576_1184,2576875,1184275,
data/y/2576900_1183025.png,1,2576_1183,2576900,1183025,
data/y/2576900_1183450.png,1,2576_1183,2576900,1183450,
data/y/2576900_1183475.png,1,2576_1183,2576900,1183475,
data/y/2576925_1183200.png,1,2576_1183,2576925,1183200,
data/y/2576925_1184300.png,1,2576_1184,2576925,1184300,
data/y/2576950_1183125.png,1,2576_1183,2576950,1183125,
data/y/2576950_1183150.png,1,2576_1183,2576950,1183150,
data/y/2576950_1183175.png,1,2576_1183,2576950,1183175,
data/y/2576950_1184300.png,1,2576_1184,2576950,1184300,
data/y/2576975_1183275.png,1,2576_1183,2576975,1183275,
data/y/2576975_1183300.png,1,2576_1183,2576975,1183300,
data/y/2577000_1184075.png,1,2577_1184,2577000,1184075,
data/y/2577125_1184350.png,1,2577_1184,2577125,1184350,
data/y/2577175_1184075.png,1,2577_1184,2577175,1184075,
data/y/2577175_1184425.png,1,2577_1184,2577175,1184425,
data/y/2577175_1184475.png,1,2577_1184,2577175,1184475,
data/y/2577175_1184500.png,1,2577_1184,2577175,1184500,
data/y/2577225_1183125.png,1,2577_1183,2577225,1183125,
data/y/2577225_1184300.png,1,2577_1184,2577225,1184300,
data/y/2577225_1184950.png,1,2577_1184,2577225,1184950,
data/y/2577275_1184500.png,1,2577_1184,2577275,1184500,
data/y/2577300_1184500.png,1,2577_1184,2577300,1184500,
data/y/2577300_1184750.png,1,2577_1184,2577300,1184750,
data/y/2577300_1184975.png,1,2577_1184,2577300,1184975,
data/y/2577325_1183000.png,1,2577_1183,2577325,1183000,
data/y/2577325_1183950.png,1,2577_1183,2577325,1183950,
data/y/2577325_1183975.png,1,2577_1183,2577325,1183975,
data/y/2577425_1183000.png,1,2577_1183,2577425,1183000,
data/y/2577425_1184125.png,1,2577_1184,2577425,1184125,
data/y/2577450_1183000.png,1,2577_1183,2577450,1183000,
data/y/2577450_1183050.png,1,2577_1183,2577450,1183050,
data/y/2577450_1183075.png,1,2577_1183,2577450,1183075,
data/y/2577450_1183125.png,1,2577_1183,2577450,1183125,
data/y/2577450_1184050.png,1,2577_1184,2577450,1184050,
data/y/2577450_1184125.png,1,2577_1184,2577450,1184125,
data/y/2577450_1184150.png,1,2577_1184,2577450,1184150,
data/y/2577450_1184975.png,1,2577_1184,2577450,1184975,
data/y/2577475_1183025.png,1,2577_1183,2577475,1183025,
data/y/2577475_1183050.png,1,2577_1183,2577475,1183050,
data/y/2577475_1183100.png,1,2577_1183,2577475,1183100,
data/y/2577475_1183125.png,1,2577_1183,2577475,1183125,
data/y/2577475_1183900.png,1,2577_1183,2577475,1183900,
data/y/2577475_1184050.png,1,2577_1184,2577475,1184050,
data/y/2577475_1184125.png,1,2577_1184,2577475,1184125,
data/y/2577475_1184150.png,1,2577_1184,2577475,1184150,
data/y/2577475_1184525.png,1,2577_1184,2577475,1184525,
data/y/2577475_1184725.png,1,2577_1184,2577475,1184725,
data/y/2577475_1184825.png,1,2577_1184,2577475,1184825,
data/y/2577500_1183100.png,1,2577_1183,2577500,1183100,
data/y/2577500_1183650.png,1,2577_1183,2577500,1183650,
data/y/2577500_1183700.png,1,2577_1183,2577500,1183700,
data/y/2577500_1183725.png,1,2577_1183,2577500,1183725,
data/y/2577500_1183800.png,1,2577_1183,2577500,1183800,
data/y/2577500_1183900.png,1,2577_1183,2577500,1183900,
data/y/2577500_1184125.png,1,2577_1184,2577500,1184125,
data/y/2577500_1184150.png,1,2577_1184,2577500,1184150,
data/y/2577500_1184175.png,1,2577_1184,2577500,1184175,
data/y/2577500_1184725.png,1,2577_1184,2577500,1184725,
data/y/2577500_1184775.png,1,2577_1184,2577500,1184775,
data/y/2577500_1184825.png,1,2577_1184,2577500,1184825,
data/y/2577525_1183550.png,1,2577_1183,2577525,1183550,
data/y/2577525_1183650.png,1,2577_1183,2577525,1183650,
data/y/2577525_1184150.png,1,2577_1184,2577525,1184150,
data/y/2577525_1184175.png,1,2577_1184,2577525,1184175,
data/y/2577550_1183150.png,1,2577_1183,2577550,1183150,
data/y/2577550_1183550.png,1,2577_1183,2577550,1183550,
data/y/2577575_1183850.png,1,2577_1183,2577575,1183850,
data/y/2577575_1183875.png,1,2577_1183,2577575,1183875,
data/y/2577575_1184375.png,1,2577_1184,2577575,1184375,
data/y/2577600_1184150.png,1,2577_1184,2577600,1184150,
