x,y,label,region_id,block_id
2612725.0,1267300.0,,region_basel_stadt_core_01,block_0003
2612725.0,1267325.0,,region_basel_stadt_core_01,block_0003
2612725.0,1267350.0,,region_basel_stadt_core_01,block_0003
2612750.0,1267275.0,,region_basel_stadt_core_01,block_0003
2612750.0,1267300.0,,region_basel_stadt_core_01,block_0003
2612750.0,1267325.0,,region_basel_stadt_core_01,block_0003
2612750.0,1267350.0,,region_basel_stadt_core_01,block_0003
2612775.0,1267275.0,,region_basel_stadt_core_01,block_0003
2612775.0,1267300.0,,region_basel_stadt_core_01,block_0003
2612775.0,1267325.0,,region_basel_stadt_core_01,block_0003
2612775.0,1267350.0,,region_basel_stadt_core_01,block_0003
2611725.0,1267750.0,,region_basel_stadt_core_01,block_0004
2611725.0,1267775.0,,region_basel_stadt_core_01,block_0004
2611725.0,1267800.0,,region_basel_stadt_core_01,block_0004
2611725.0,1267825.0,,region_basel_stadt_core_01,block_0004
2611750.0,1267750.0,,region_basel_stadt_core_01,block_0004
2611750.0,1267775.0,,region_basel_stadt_core_01,block_0004
2611750.0,1267800.0,,region_basel_stadt_core_01,block_0004
2611750.0,1267825.0,,region_basel_stadt_core_01,block_0004
2611775.0,1267750.0,,region_basel_stadt_core_01,block_0004
2611775.0,1267775.0,,region_basel_stadt_core_01,block_0004
2611775.0,1267800.0,,region_basel_stadt_core_01,block_0004
2611775.0,1267825.0,,region_basel_stadt_core_01,block_0004
2611800.0,1267750.0,,region_basel_stadt_core_01,block_0004
2611800.0,1267775.0,,region_basel_stadt_core_01,block_0004
2611800.0,1267800.0,,region_basel_stadt_core_01,block_0004
2611800.0,1267825.0,,region_basel_stadt_core_01,block_0004
2612725.0,1268650.0,,region_basel_stadt_core_01,block_0005
2612725.0,1268675.0,,region_basel_stadt_core_01,block_0005
2612725.0,1268700.0,,region_basel_stadt_core_01,block_0005
2612725.0,1268725.0,,region_basel_stadt_core_01,block_0005
2612750.0,1268650.0,,region_basel_stadt_core_01,block_0005
2612750.0,1268675.0,,region_basel_stadt_core_01,block_0005
2612750.0,1268700.0,,region_basel_stadt_core_01,block_0005
2612750.0,1268725.0,,region_basel_stadt_core_01,block_0005
2612775.0,1268650.0,,region_basel_stadt_core_01,block_0005
2612775.0,1268675.0,,region_basel_stadt_core_01,block_0005
2612775.0,1268700.0,,region_basel_stadt_core_01,block_0005
2612775.0,1268725.0,,region_basel_stadt_core_01,block_0005
2612800.0,1268650.0,,region_basel_stadt_core_01,block_0005
2612800.0,1268675.0,,region_basel_stadt_core_01,block_0005
2612800.0,1268700.0,,region_basel_stadt_core_01,block_0005
2612800.0,1268725.0,,region_basel_stadt_core_01,block_0005
2612450.0,1268875.0,,region_basel_stadt_core_01,block_0006
2612450.0,1268900.0,,region_basel_stadt_core_01,block_0006
2612450.0,1268925.0,,region_basel_stadt_core_01,block_0006
2612450.0,1268950.0,,region_basel_stadt_core_01,block_0006
2612475.0,1268875.0,,region_basel_stadt_core_01,block_0006
2612475.0,1268900.0,,region_basel_stadt_core_01,block_0006
2612475.0,1268925.0,,region_basel_stadt_core_01,block_0006
2612475.0,1268950.0,,region_basel_stadt_core_01,block_0006
2612500.0,1268875.0,,region_basel_stadt_core_01,block_0006
2612500.0,1268900.0,,region_basel_stadt_core_01,block_0006
2612500.0,1268925.0,,region_basel_stadt_core_01,block_0006
2612500.0,1268950.0,,region_basel_stadt_core_01,block_0006
2612525.0,1268875.0,,region_basel_stadt_core_01,block_0006
2612525.0,1268900.0,,region_basel_stadt_core_01,block_0006
2612525.0,1268925.0,,region_basel_stadt_core_01,block_0006
2612525.0,1268950.0,,region_basel_stadt_core_01,block_0006
2612225.0,1268800.0,,region_basel_stadt_core_01,block_0007
2612225.0,1268825.0,,region_basel_stadt_core_01,block_0007
2612225.0,1268850.0,,region_basel_stadt_core_01,block_0007
2612225.0,1268875.0,,region_basel_stadt_core_01,block_0007
2612250.0,1268800.0,,region_basel_stadt_core_01,block_0007
2612250.0,1268825.0,,region_basel_stadt_core_01,block_0007
2612250.0,1268850.0,,region_basel_stadt_core_01,block_0007
2612250.0,1268875.0,,region_basel_stadt_core_01,block_0007
2612275.0,1268800.0,,region_basel_stadt_core_01,block_0007
2612275.0,1268825.0,,region_basel_stadt_core_01,block_0007
2612275.0,1268850.0,,region_basel_stadt_core_01,block_0007
2612275.0,1268875.0,,region_basel_stadt_core_01,block_0007
2612300.0,1268800.0,,region_basel_stadt_core_01,block_0007
2612300.0,1268825.0,,region_basel_stadt_core_01,block_0007
2612300.0,1268850.0,,region_basel_stadt_core_01,block_0007
2612300.0,1268875.0,,region_basel_stadt_core_01,block_0007
2612150.0,1268625.0,,region_basel_stadt_core_01,block_0008
2612150.0,1268650.0,,region_basel_stadt_core_01,block_0008
2612150.0,1268675.0,,region_basel_stadt_core_01,block_0008
2612150.0,1268700.0,,region_basel_stadt_core_01,block_0008
2612175.0,1268625.0,,region_basel_stadt_core_01,block_0008
2612175.0,1268650.0,,region_basel_stadt_core_01,block_0008
2612175.0,1268675.0,,region_basel_stadt_core_01,block_0008
2612175.0,1268700.0,,region_basel_stadt_core_01,block_0008
2612200.0,1268625.0,,region_basel_stadt_core_01,block_0008
2612200.0,1268650.0,,region_basel_stadt_core_01,block_0008
2612200.0,1268675.0,,region_basel_stadt_core_01,block_0008
2612200.0,1268700.0,,region_basel_stadt_core_01,block_0008
2612225.0,1268625.0,,region_basel_stadt_core_01,block_0008
2612225.0,1268650.0,,region_basel_stadt_core_01,block_0008
2612225.0,1268675.0,,region_basel_stadt_core_01,block_0008
2612225.0,1268700.0,,region_basel_stadt_core_01,block_0008
2612700.0,1268800.0,,region_basel_stadt_core_01,block_0009
2612700.0,1268825.0,,region_basel_stadt_core_01,block_0009
2612700.0,1268850.0,,region_basel_stadt_core_01,block_0009
2612700.0,1268875.0,,region_basel_stadt_core_01,block_0009
2612725.0,1268800.0,,region_basel_stadt_core_01,block_0009
2612725.0,1268825.0,,region_basel_stadt_core_01,block_0009
2612725.0,1268850.0,,region_basel_stadt_core_01,block_0009
2612725.0,1268875.0,,region_basel_stadt_core_01,block_0009
2612750.0,1268800.0,,region_basel_stadt_core_01,block_0009
2612750.0,1268825.0,,region_basel_stadt_core_01,block_0009
2612750.0,1268850.0,,region_basel_stadt_core_01,block_0009
2612750.0,1268875.0,,region_basel_stadt_core_01,block_0009
2612775.0,1268800.0,,region_basel_stadt_core_01,block_0009
2612775.0,1268825.0,,region_basel_stadt_core_01,block_0009
2612775.0,1268850.0,,region_basel_stadt_core_01,block_0009
2612775.0,1268875.0,,region_basel_stadt_core_01,block_0009
2612400.0,1268200.0,,region_basel_stadt_core_01,block_0010
2612400.0,1268225.0,,region_basel_stadt_core_01,block_0010
2612400.0,1268250.0,,region_basel_stadt_core_01,block_0010
2612400.0,1268275.0,,region_basel_stadt_core_01,block_0010
2612425.0,1268200.0,,region_basel_stadt_core_01,block_0010
2612425.0,1268225.0,,region_basel_stadt_core_01,block_0010
2612425.0,1268250.0,,region_basel_stadt_core_01,block_0010
2612425.0,1268275.0,,region_basel_stadt_core_01,block_0010
2612450.0,1268200.0,,region_basel_stadt_core_01,block_0010
2612450.0,1268225.0,,region_basel_stadt_core_01,block_0010
2612450.0,1268250.0,,region_basel_stadt_core_01,block_0010
2612450.0,1268275.0,,region_basel_stadt_core_01,block_0010
2612475.0,1268200.0,,region_basel_stadt_core_01,block_0010
2612475.0,1268225.0,,region_basel_stadt_core_01,block_0010
2612475.0,1268250.0,,region_basel_stadt_core_01,block_0010
2612475.0,1268275.0,,region_basel_stadt_core_01,block_0010
2611525.0,1267325.0,,region_basel_stadt_core_01,block_0011
2611525.0,1267350.0,,region_basel_stadt_core_01,block_0011
2611525.0,1267375.0,,region_basel_stadt_core_01,block_0011
2611525.0,1267400.0,,region_basel_stadt_core_01,block_0011
2611550.0,1267325.0,,region_basel_stadt_core_01,block_0011
2611550.0,1267350.0,,region_basel_stadt_core_01,block_0011
2611550.0,1267375.0,,region_basel_stadt_core_01,block_0011
2611550.0,1267400.0,,region_basel_stadt_core_01,block_0011
2611575.0,1267325.0,,region_basel_stadt_core_01,block_0011
2611575.0,1267350.0,,region_basel_stadt_core_01,block_0011
2611575.0,1267375.0,,region_basel_stadt_core_01,block_0011
2611575.0,1267400.0,,region_basel_stadt_core_01,block_0011
2611600.0,1267325.0,,region_basel_stadt_core_01,block_0011
2611600.0,1267350.0,,region_basel_stadt_core_01,block_0011
2611600.0,1267375.0,,region_basel_stadt_core_01,block_0011
2611600.0,1267400.0,,region_basel_stadt_core_01,block_0011
2611600.0,1267000.0,,region_basel_stadt_core_01,block_0012
2611600.0,1267025.0,,region_basel_stadt_core_01,block_0012
2611600.0,1267050.0,,region_basel_stadt_core_01,block_0012
2611600.0,1267075.0,,region_basel_stadt_core_01,block_0012
2611625.0,1267000.0,,region_basel_stadt_core_01,block_0012
2611625.0,1267025.0,,region_basel_stadt_core_01,block_0012
2611625.0,1267050.0,,region_basel_stadt_core_01,block_0012
2611625.0,1267075.0,,region_basel_stadt_core_01,block_0012
2611650.0,1267000.0,,region_basel_stadt_core_01,block_0012
2611650.0,1267025.0,,region_basel_stadt_core_01,block_0012
2611650.0,1267050.0,,region_basel_stadt_core_01,block_0012
2611650.0,1267075.0,,region_basel_stadt_core_01,block_0012
2611675.0,1267000.0,,region_basel_stadt_core_01,block_0012
2611675.0,1267025.0,,region_basel_stadt_core_01,block_0012
2611675.0,1267050.0,,region_basel_stadt_core_01,block_0012
2611675.0,1267075.0,,region_basel_stadt_core_01,block_0012
2611225.0,1268125.0,,region_basel_stadt_core_01,block_0013
2611225.0,1268150.0,,region_basel_stadt_core_01,block_0013
2611225.0,1268175.0,,region_basel_stadt_core_01,block_0013
2611225.0,1268200.0,,region_basel_stadt_core_01,block_0013
2611250.0,1268125.0,,region_basel_stadt_core_01,block_0013
2611250.0,1268150.0,,region_basel_stadt_core_01,block_0013
2611250.0,1268175.0,,region_basel_stadt_core_01,block_0013
2611250.0,1268200.0,,region_basel_stadt_core_01,block_0013
2611275.0,1268125.0,,region_basel_stadt_core_01,block_0013
2611275.0,1268150.0,,region_basel_stadt_core_01,block_0013
2611275.0,1268175.0,,region_basel_stadt_core_01,block_0013
2611275.0,1268200.0,,region_basel_stadt_core_01,block_0013
2611300.0,1268125.0,,region_basel_stadt_core_01,block_0013
2611300.0,1268150.0,,region_basel_stadt_core_01,block_0013
2611300.0,1268175.0,,region_basel_stadt_core_01,block_0013
2611300.0,1268200.0,,region_basel_stadt_core_01,block_0013
2612600.0,1267250.0,,region_basel_stadt_core_01,block_0014
2612600.0,1267275.0,,region_basel_stadt_core_01,block_0014
2612600.0,1267300.0,,region_basel_stadt_core_01,block_0014
2612600.0,1267325.0,,region_basel_stadt_core_01,block_0014
2612625.0,1267250.0,,region_basel_stadt_core_01,block_0014
2612625.0,1267275.0,,region_basel_stadt_core_01,block_0014
2612625.0,1267300.0,,region_basel_stadt_core_01,block_0014
2612625.0,1267325.0,,region_basel_stadt_core_01,block_0014
2612650.0,1267250.0,,region_basel_stadt_core_01,block_0014
2612650.0,1267275.0,,region_basel_stadt_core_01,block_0014
2612650.0,1267300.0,,region_basel_stadt_core_01,block_0014
2612650.0,1267325.0,,region_basel_stadt_core_01,block_0014
2612675.0,1267250.0,,region_basel_stadt_core_01,block_0014
2612675.0,1267275.0,,region_basel_stadt_core_01,block_0014
2612675.0,1267300.0,,region_basel_stadt_core_01,block_0014
2612675.0,1267325.0,,region_basel_stadt_core_01,block_0014
2611625.0,1268500.0,,region_basel_stadt_core_01,block_0015
2611625.0,1268525.0,,region_basel_stadt_core_01,block_0015
2611625.0,1268550.0,,region_basel_stadt_core_01,block_0015
2611625.0,1268575.0,,region_basel_stadt_core_01,block_0015
2611650.0,1268500.0,,region_basel_stadt_core_01,block_0015
2611650.0,1268525.0,,region_basel_stadt_core_01,block_0015
2611650.0,1268550.0,,region_basel_stadt_core_01,block_0015
2611650.0,1268575.0,,region_basel_stadt_core_01,block_0015
2611675.0,1268500.0,,region_basel_stadt_core_01,block_0015
2611675.0,1268525.0,,region_basel_stadt_core_01,block_0015
2611675.0,1268550.0,,region_basel_stadt_core_01,block_0015
2611675.0,1268575.0,,region_basel_stadt_core_01,block_0015
2611700.0,1268500.0,,region_basel_stadt_core_01,block_0015
2611700.0,1268525.0,,region_basel_stadt_core_01,block_0015
2611700.0,1268550.0,,region_basel_stadt_core_01,block_0015
2611700.0,1268575.0,,region_basel_stadt_core_01,block_0015
2612275.0,1267200.0,,region_basel_stadt_core_01,block_0016
2612275.0,1267225.0,,region_basel_stadt_core_01,block_0016
2612275.0,1267250.0,,region_basel_stadt_core_01,block_0016
2612275.0,1267275.0,,region_basel_stadt_core_01,block_0016
2612300.0,1267200.0,,region_basel_stadt_core_01,block_0016
2612300.0,1267225.0,,region_basel_stadt_core_01,block_0016
2612300.0,1267250.0,,region_basel_stadt_core_01,block_0016
2612300.0,1267275.0,,region_basel_stadt_core_01,block_0016
2612325.0,1267200.0,,region_basel_stadt_core_01,block_0016
2612325.0,1267225.0,,region_basel_stadt_core_01,block_0016
2612325.0,1267250.0,,region_basel_stadt_core_01,block_0016
2612325.0,1267275.0,,region_basel_stadt_core_01,block_0016
2612350.0,1267200.0,,region_basel_stadt_core_01,block_0016
2612350.0,1267225.0,,region_basel_stadt_core_01,block_0016
2612350.0,1267250.0,,region_basel_stadt_core_01,block_0016
2612350.0,1267275.0,,region_basel_stadt_core_01,block_0016
2611175.0,1267100.0,,region_basel_stadt_core_01,block_0017
2611175.0,1267125.0,,region_basel_stadt_core_01,block_0017
2611175.0,1267150.0,,region_basel_stadt_core_01,block_0017
2611175.0,1267175.0,,region_basel_stadt_core_01,block_0017
2611200.0,1267100.0,,region_basel_stadt_core_01,block_0017
2611200.0,1267125.0,,region_basel_stadt_core_01,block_0017
2611200.0,1267150.0,,region_basel_stadt_core_01,block_0017
2611200.0,1267175.0,,region_basel_stadt_core_01,block_0017
2611225.0,1267100.0,,region_basel_stadt_core_01,block_0017
2611225.0,1267125.0,,region_basel_stadt_core_01,block_0017
2611225.0,1267150.0,,region_basel_stadt_core_01,block_0017
2611225.0,1267175.0,,region_basel_stadt_core_01,block_0017
2611250.0,1267100.0,,region_basel_stadt_core_01,block_0017
2611250.0,1267125.0,,region_basel_stadt_core_01,block_0017
2611250.0,1267150.0,,region_basel_stadt_core_01,block_0017
2611250.0,1267175.0,,region_basel_stadt_core_01,block_0017
2612075.0,1267950.0,,region_basel_stadt_core_01,block_0018
2612075.0,1267975.0,,region_basel_stadt_core_01,block_0018
2612075.0,1268000.0,,region_basel_stadt_core_01,block_0018
2612075.0,1268025.0,,region_basel_stadt_core_01,block_0018
2612100.0,1267950.0,,region_basel_stadt_core_01,block_0018
2612100.0,1267975.0,,region_basel_stadt_core_01,block_0018
2612100.0,1268000.0,,region_basel_stadt_core_01,block_0018
2612100.0,1268025.0,,region_basel_stadt_core_01,block_0018
2612125.0,1267950.0,,region_basel_stadt_core_01,block_0018
2612125.0,1267975.0,,region_basel_stadt_core_01,block_0018
2612125.0,1268000.0,,region_basel_stadt_core_01,block_0018
2612125.0,1268025.0,,region_basel_stadt_core_01,block_0018
2612150.0,1267950.0,,region_basel_stadt_core_01,block_0018
2612150.0,1267975.0,,region_basel_stadt_core_01,block_0018
2612150.0,1268000.0,,region_basel_stadt_core_01,block_0018
2612150.0,1268025.0,,region_basel_stadt_core_01,block_0018
2612250.0,1268475.0,,region_basel_stadt_core_01,block_0019
2612250.0,1268500.0,,region_basel_stadt_core_01,block_0019
2612250.0,1268525.0,,region_basel_stadt_core_01,block_0019
2612250.0,1268550.0,,region_basel_stadt_core_01,block_0019
2612275.0,1268475.0,,region_basel_stadt_core_01,block_0019
2612275.0,1268500.0,,region_basel_stadt_core_01,block_0019
2612275.0,1268525.0,,region_basel_stadt_core_01,block_0019
2612275.0,1268550.0,,region_basel_stadt_core_01,block_0019
2612300.0,1268475.0,,region_basel_stadt_core_01,block_0019
2612300.0,1268500.0,,region_basel_stadt_core_01,block_0019
2612300.0,1268525.0,,region_basel_stadt_core_01,block_0019
2612300.0,1268550.0,,region_basel_stadt_core_01,block_0019
2612325.0,1268475.0,,region_basel_stadt_core_01,block_0019
2612325.0,1268500.0,,region_basel_stadt_core_01,block_0019
2612325.0,1268525.0,,region_basel_stadt_core_01,block_0019
2612325.0,1268550.0,,region_basel_stadt_core_01,block_0019
2611775.0,1268325.0,,region_basel_stadt_core_01,block_0020
2611775.0,1268350.0,,region_basel_stadt_core_01,block_0020
2611775.0,1268375.0,,region_basel_stadt_core_01,block_0020
2611775.0,1268400.0,,region_basel_stadt_core_01,block_0020
2611800.0,1268325.0,,region_basel_stadt_core_01,block_0020
2611800.0,1268350.0,,region_basel_stadt_core_01,block_0020
2611800.0,1268375.0,,region_basel_stadt_core_01,block_0020
2611800.0,1268400.0,,region_basel_stadt_core_01,block_0020
2611825.0,1268325.0,,region_basel_stadt_core_01,block_0020
2611825.0,1268350.0,,region_basel_stadt_core_01,block_0020
2611825.0,1268375.0,,region_basel_stadt_core_01,block_0020
2611825.0,1268400.0,,region_basel_stadt_core_01,block_0020
2611850.0,1268325.0,,region_basel_stadt_core_01,block_0020
2611850.0,1268350.0,,region_basel_stadt_core_01,block_0020
2611850.0,1268375.0,,region_basel_stadt_core_01,block_0020
2611850.0,1268400.0,,region_basel_stadt_core_01,block_0020
2611100.0,1267775.0,,region_basel_stadt_core_01,block_0021
2611100.0,1267800.0,,region_basel_stadt_core_01,block_0021
2611100.0,1267825.0,,region_basel_stadt_core_01,block_0021
2611100.0,1267850.0,,region_basel_stadt_core_01,block_0021
2611125.0,1267775.0,,region_basel_stadt_core_01,block_0021
2611125.0,1267800.0,,region_basel_stadt_core_01,block_0021
2611125.0,1267825.0,,region_basel_stadt_core_01,block_0021
2611125.0,1267850.0,,region_basel_stadt_core_01,block_0021
2611150.0,1267775.0,,region_basel_stadt_core_01,block_0021
2611150.0,1267800.0,,region_basel_stadt_core_01,block_0021
2611150.0,1267825.0,,region_basel_stadt_core_01,block_0021
2611150.0,1267850.0,,region_basel_stadt_core_01,block_0021
2611175.0,1267775.0,,region_basel_stadt_core_01,block_0021
2611175.0,1267800.0,,region_basel_stadt_core_01,block_0021
2611175.0,1267825.0,,region_basel_stadt_core_01,block_0021
2611175.0,1267850.0,,region_basel_stadt_core_01,block_0021
2612175.0,1267200.0,,region_basel_stadt_core_01,block_0022
2612175.0,1267225.0,,region_basel_stadt_core_01,block_0022
2612175.0,1267250.0,,region_basel_stadt_core_01,block_0022
2612175.0,1267275.0,,region_basel_stadt_core_01,block_0022
2612200.0,1267200.0,,region_basel_stadt_core_01,block_0022
2612200.0,1267225.0,,region_basel_stadt_core_01,block_0022
2612200.0,1267250.0,,region_basel_stadt_core_01,block_0022
2612200.0,1267275.0,,region_basel_stadt_core_01,block_0022
2612225.0,1267200.0,,region_basel_stadt_core_01,block_0022
2612225.0,1267225.0,,region_basel_stadt_core_01,block_0022
2612225.0,1267250.0,,region_basel_stadt_core_01,block_0022
2612225.0,1267275.0,,region_basel_stadt_core_01,block_0022
2612250.0,1267200.0,,region_basel_stadt_core_01,block_0022
2612250.0,1267225.0,,region_basel_stadt_core_01,block_0022
2612250.0,1267250.0,,region_basel_stadt_core_01,block_0022
2612250.0,1267275.0,,region_basel_stadt_core_01,block_0022
2612475.0,1267250.0,,region_basel_stadt_core_01,block_0023
2612475.0,1267275.0,,region_basel_stadt_core_01,block_0023
2612475.0,1267300.0,,region_basel_stadt_core_01,block_0023
2612475.0,1267325.0,,region_basel_stadt_core_01,block_0023
2612500.0,1267250.0,,region_basel_stadt_core_01,block_0023
2612500.0,1267275.0,,region_basel_stadt_core_01,block_0023
2612500.0,1267300.0,,region_basel_stadt_core_01,block_0023
2612500.0,1267325.0,,region_basel_stadt_core_01,block_0023
2612525.0,1267250.0,,region_basel_stadt_core_01,block_0023
2612525.0,1267275.0,,region_basel_stadt_core_01,block_0023
2612525.0,1267300.0,,region_basel_stadt_core_01,block_0023
2612525.0,1267325.0,,region_basel_stadt_core_01,block_0023
2612550.0,1267250.0,,region_basel_stadt_core_01,block_0023
2612550.0,1267275.0,,region_basel_stadt_core_01,block_0023
2612550.0,1267300.0,,region_basel_stadt_core_01,block_0023
2612550.0,1267325.0,,region_basel_stadt_core_01,block_0023
2611925.0,1267650.0,,region_basel_stadt_core_01,block_0024
2611925.0,1267675.0,,region_basel_stadt_core_01,block_0024
2611925.0,1267700.0,,region_basel_stadt_core_01,block_0024
2611925.0,1267725.0,,region_basel_stadt_core_01,block_0024
2611950.0,1267650.0,,region_basel_stadt_core_01,block_0024
2611950.0,1267675.0,,region_basel_stadt_core_01,block_0024
2611950.0,1267700.0,,region_basel_stadt_core_01,block_0024
2611950.0,1267725.0,,region_basel_stadt_core_01,block_0024
2611975.0,1267650.0,,region_basel_stadt_core_01,block_0024
2611975.0,1267675.0,,region_basel_stadt_core_01,block_0024
2611975.0,1267700.0,,region_basel_stadt_core_01,block_0024
2611975.0,1267725.0,,region_basel_stadt_core_01,block_0024
2612000.0,1267650.0,,region_basel_stadt_core_01,block_0024
2612000.0,1267675.0,,region_basel_stadt_core_01,block_0024
2612000.0,1267700.0,,region_basel_stadt_core_01,block_0024
2612000.0,1267725.0,,region_basel_stadt_core_01,block_0024
2611250.0,1267325.0,,region_basel_stadt_core_01,block_0025
2611250.0,1267350.0,,region_basel_stadt_core_01,block_0025
2611250.0,1267375.0,,region_basel_stadt_core_01,block_0025
2611250.0,1267400.0,,region_basel_stadt_core_01,block_0025
2611275.0,1267325.0,,region_basel_stadt_core_01,block_0025
2611275.0,1267350.0,,region_basel_stadt_core_01,block_0025
2611275.0,1267375.0,,region_basel_stadt_core_01,block_0025
2611275.0,1267400.0,,region_basel_stadt_core_01,block_0025
2611300.0,1267325.0,,region_basel_stadt_core_01,block_0025
2611300.0,1267350.0,,region_basel_stadt_core_01,block_0025
2611300.0,1267375.0,,region_basel_stadt_core_01,block_0025
2611300.0,1267400.0,,region_basel_stadt_core_01,block_0025
2611325.0,1267325.0,,region_basel_stadt_core_01,block_0025
2611325.0,1267350.0,,region_basel_stadt_core_01,block_0025
2611325.0,1267375.0,,region_basel_stadt_core_01,block_0025
2611325.0,1267400.0,,region_basel_stadt_core_01,block_0025
2612275.0,1268675.0,,region_basel_stadt_core_01,block_0026
2612275.0,1268700.0,,region_basel_stadt_core_01,block_0026
2612275.0,1268725.0,,region_basel_stadt_core_01,block_0026
2612275.0,1268750.0,,region_basel_stadt_core_01,block_0026
2612300.0,1268675.0,,region_basel_stadt_core_01,block_0026
2612300.0,1268700.0,,region_basel_stadt_core_01,block_0026
2612300.0,1268725.0,,region_basel_stadt_core_01,block_0026
2612300.0,1268750.0,,region_basel_stadt_core_01,block_0026
2612325.0,1268675.0,,region_basel_stadt_core_01,block_0026
2612325.0,1268700.0,,region_basel_stadt_core_01,block_0026
2612325.0,1268725.0,,region_basel_stadt_core_01,block_0026
2612325.0,1268750.0,,region_basel_stadt_core_01,block_0026
2612350.0,1268675.0,,region_basel_stadt_core_01,block_0026
2612350.0,1268700.0,,region_basel_stadt_core_01,block_0026
2612350.0,1268725.0,,region_basel_stadt_core_01,block_0026
2612350.0,1268750.0,,region_basel_stadt_core_01,block_0026
2611625.0,1267275.0,,region_basel_stadt_core_01,block_0027
2611625.0,1267300.0,,region_basel_stadt_core_01,block_0027
2611625.0,1267325.0,,region_basel_stadt_core_01,block_0027
2611625.0,1267350.0,,region_basel_stadt_core_01,block_0027
2611650.0,1267275.0,,region_basel_stadt_core_01,block_0027
2611650.0,1267300.0,,region_basel_stadt_core_01,block_0027
2611650.0,1267325.0,,region_basel_stadt_core_01,block_0027
2611650.0,1267350.0,,region_basel_stadt_core_01,block_0027
2611675.0,1267275.0,,region_basel_stadt_core_01,block_0027
2611675.0,1267300.0,,region_basel_stadt_core_01,block_0027
2611675.0,1267325.0,,region_basel_stadt_core_01,block_0027
2611675.0,1267350.0,,region_basel_stadt_core_01,block_0027
2611700.0,1267275.0,,region_basel_stadt_core_01,block_0027
2611700.0,1267300.0,,region_basel_stadt_core_01,block_0027
2611700.0,1267325.0,,region_basel_stadt_core_01,block_0027
2611700.0,1267350.0,,region_basel_stadt_core_01,block_0027
2611875.0,1267175.0,,region_basel_stadt_core_01,block_0028
2611875.0,1267200.0,,region_basel_stadt_core_01,block_0028
2611875.0,1267225.0,,region_basel_stadt_core_01,block_0028
2611875.0,1267250.0,,region_basel_stadt_core_01,block_0028
2611900.0,1267175.0,,region_basel_stadt_core_01,block_0028
2611900.0,1267200.0,,region_basel_stadt_core_01,block_0028
2611900.0,1267225.0,,region_basel_stadt_core_01,block_0028
2611900.0,1267250.0,,region_basel_stadt_core_01,block_0028
2611925.0,1267175.0,,region_basel_stadt_core_01,block_0028
2611925.0,1267200.0,,region_basel_stadt_core_01,block_0028
2611925.0,1267225.0,,region_basel_stadt_core_01,block_0028
2611925.0,1267250.0,,region_basel_stadt_core_01,block_0028
2611950.0,1267175.0,,region_basel_stadt_core_01,block_0028
2611950.0,1267200.0,,region_basel_stadt_core_01,block_0028
2611950.0,1267225.0,,region_basel_stadt_core_01,block_0028
2611950.0,1267250.0,,region_basel_stadt_core_01,block_0028
2611625.0,1267575.0,,region_basel_stadt_core_01,block_0029
2611625.0,1267600.0,,region_basel_stadt_core_01,block_0029
